1,30,40
1,30,41
1,30,42
1,30,43
1,30,44
1,30,45
1,30,46
1,30,47
1,30,48
1,30,49
1,30,50
1,30,51
1,30,52
1,30,53
1,30,54
1,30,55
1,30,56
1,30,57
1,30,58
1,30,59
1,30,60
1,31,40
1,31,41
1,31,42
1,31,43
1,31,44
1,31,45
1,31,46
1,31,47
1,31,48
1,31,49
1,31,50
1,31,51
1,31,52
1,31,53
1,31,54
1,31,55
1,31,56
1,31,57
1,31,58
1,31,59
1,31,60
1,32,40
1,32,41
1,32,42
1,32,43
1,32,44
1,32,45
1,32,46
1,32,47
1,32,48
1,32,49
1,32,50
1,32,51
1,32,52
1,32,53
1,32,54
1,32,55
1,32,56
1,32,57
1,32,58
1,32,59
1,32,60
1,33,40
1,33,41
1,33,42
1,33,43
1,33,44
1,33,45
1,33,46
1,33,47
1,33,48
1,33,49
1,33,50
1,33,51
1,33,52
1,33,53
1,33,54
1,33,55
1,33,56
1,33,57
1,33,58
1,33,59
1,33,60
1,34,40
1,34,41
1,34,42
1,34,43
1,34,44
1,34,45
1,34,46
1,34,47
1,34,48
1,34,49
1,34,50
1,34,51
1,34,52
1,34,53
1,34,54
1,34,55
1,34,56
1,34,57
1,34,58
1,34,59
1,34,60
1,35,40
1,35,41
1,35,42
1,35,43
1,35,44
1,35,45
1,35,46
1,35,47
1,35,48
1,35,49
1,35,50
1,35,51
1,35,52
1,35,53
1,35,54
1,35,55
1,35,56
1,35,57
1,35,58
1,35,59
1,35,60
1,36,40
1,36,41
1,36,42
1,36,43
1,36,44
1,36,45
1,36,46
1,36,47
1,36,48
1,36,49
1,36,50
1,36,51
1,36,52
1,36,53
1,36,54
1,36,55
1,36,56
1,36,57
1,36,58
1,36,59
1,36,60
1,37,40
1,37,41
1,37,42
1,37,43
1,37,44
1,37,45
1,37,46
1,37,47
1,37,48
1,37,49
1,37,50
1,37,51
1,37,52
1,37,53
1,37,54
1,37,55
1,37,56
1,37,57
1,37,58
1,37,59
1,37,60
1,38,40
1,38,41
1,38,42
1,38,43
1,38,44
1,38,45
1,38,46
1,38,47
1,38,48
1,38,49
1,38,50
1,38,51
1,38,52
1,38,53
1,38,54
1,38,55
1,38,56
1,38,57
1,38,58
1,38,59
1,38,60
1,39,40
1,39,41
1,39,42
1,39,43
1,39,44
1,39,45
1,39,46
1,39,47
1,39,48
1,39,49
1,39,50
1,39,51
1,39,52
1,39,53
1,39,54
1,39,55
1,39,56
1,39,57
1,39,58
1,39,59
1,39,60
1,40,40
1,40,41
1,40,42
1,40,43
1,40,44
1,40,45
1,40,46
1,40,47
1,40,48
1,40,49
1,40,50
1,40,51
1,40,52
1,40,53
1,40,54
1,40,55
1,40,56
1,40,57
1,40,58
1,40,59
1,40,60
1,41,40
1,41,41
1,41,42
1,41,43
1,41,44
1,41,45
1,41,46
1,41,47
1,41,48
1,41,49
1,41,50
1,41,51
1,41,52
1,41,53
1,41,54
1,41,55
1,41,56
1,41,57
1,41,58
1,41,59
1,41,60
1,42,40
1,42,41
1,42,42
1,42,43
1,42,44
1,42,45
1,42,46
1,42,47
1,42,48
1,42,49
1,42,50
1,42,51
1,42,52
1,42,53
1,42,54
1,42,55
1,42,56
1,42,57
1,42,58
1,42,59
1,42,60
1,43,40
1,43,41
1,43,42
1,43,43
1,43,44
1,43,45
1,43,46
1,43,47
1,43,48
1,43,49
1,43,50
1,43,51
1,43,52
1,43,53
1,43,54
1,43,55
1,43,56
1,43,57
1,43,58
1,43,59
1,43,60
1,44,40
1,44,41
1,44,42
1,44,43
1,44,44
1,44,45
1,44,46
1,44,47
1,44,48
1,44,49
1,44,50
1,44,51
1,44,52
1,44,53
1,44,54
1,44,55
1,44,56
1,44,57
1,44,58
1,44,59
1,44,60
1,45,40
1,45,41
1,45,42
1,45,43
1,45,44
1,45,45
1,45,46
1,45,47
1,45,48
1,45,49
1,45,50
1,45,51
1,45,52
1,45,53
1,45,54
1,45,55
1,45,56
1,45,57
1,45,58
1,45,59
1,45,60
1,46,40
1,46,41
1,46,42
1,46,43
1,46,44
1,46,45
1,46,46
1,46,47
1,46,48
1,46,49
1,46,50
1,46,51
1,46,52
1,46,53
1,46,54
1,46,55
1,46,56
1,46,57
1,46,58
1,46,59
1,46,60
1,47,40
1,47,41
1,47,42
1,47,43
1,47,44
1,47,45
1,47,46
1,47,47
1,47,48
1,47,49
1,47,50
1,47,51
1,47,52
1,47,53
1,47,54
1,47,55
1,47,56
1,47,57
1,47,58
1,47,59
1,47,60
1,48,40
1,48,41
1,48,42
1,48,43
1,48,44
1,48,45
1,48,46
1,48,47
1,48,48
1,48,49
1,48,50
1,48,51
1,48,52
1,48,53
1,48,54
1,48,55
1,48,56
1,48,57
1,48,58
1,48,59
1,48,60
1,49,40
1,49,41
1,49,42
1,49,43
1,49,44
1,49,45
1,49,46
1,49,47
1,49,48
1,49,49
1,49,50
1,49,51
1,49,52
1,49,53
1,49,54
1,49,55
1,49,56
1,49,57
1,49,58
1,49,59
1,49,60
1,50,40
1,50,41
1,50,42
1,50,43
1,50,44
1,50,45
1,50,46
1,50,47
1,50,48
1,50,49
1,50,50
1,50,51
1,50,52
1,50,53
1,50,54
1,50,55
1,50,56
1,50,57
1,50,58
1,50,59
1,50,60
1,51,40
1,51,41
1,51,42
1,51,43
1,51,44
1,51,45
1,51,46
1,51,47
1,51,48
1,51,49
1,51,50
1,51,51
1,51,52
1,51,53
1,51,54
1,51,55
1,51,56
1,51,57
1,51,58
1,51,59
1,51,60
1,52,40
1,52,41
1,52,42
1,52,43
1,52,44
1,52,45
1,52,46
1,52,47
1,52,48
1,52,49
1,52,50
1,52,51
1,52,52
1,52,53
1,52,54
1,52,55
1,52,56
1,52,57
1,52,58
1,52,59
1,52,60
1,53,40
1,53,41
1,53,42
1,53,43
1,53,44
1,53,45
1,53,46
1,53,47
1,53,48
1,53,49
1,53,50
1,53,51
1,53,52
1,53,53
1,53,54
1,53,55
1,53,56
1,53,57
1,53,58
1,53,59
1,53,60
1,54,40
1,54,41
1,54,42
1,54,43
1,54,44
1,54,45
1,54,46
1,54,47
1,54,48
1,54,49
1,54,50
1,54,51
1,54,52
1,54,53
1,54,54
1,54,55
1,54,56
1,54,57
1,54,58
1,54,59
1,54,60
1,55,40
1,55,41
1,55,42
1,55,43
1,55,44
1,55,45
1,55,46
1,55,47
1,55,48
1,55,49
1,55,50
1,55,51
1,55,52
1,55,53
1,55,54
1,55,55
